Step,Current Stock Price,Action,Buy and Hold Portfolio Value,DQN Agent Portfolio Value
128,1.0130000114440918,tensor([[0]]),10130.0,10130.0
129,1.0089999437332153,tensor([[6]]),10089.9990234375,10130.0
130,1.0110000371932983,tensor([[1]]),10110.0,10128.998046875
131,1.0119999647140503,tensor([[1]]),10120.0,10131.0009765625
132,1.0149999856948853,tensor([[4]]),10150.0,10137.0068359375
133,1.0169999599456787,tensor([[8]]),10170.0,10152.984375
134,1.0169999599456787,tensor([[3]]),10170.0,10152.984375
135,1.0140000581741333,tensor([[7]]),10140.0009765625,10135.017578125
136,1.0069999694824219,tensor([[1]]),10070.0,10142.0107421875
137,1.0080000162124634,tensor([[5]]),10080.0,10144.025390625
138,1.003999948501587,tensor([[10]]),10039.9990234375,10103.7734375
139,1.0,tensor([[9]]),10000.0,10113.83203125
140,1.0,tensor([[1]]),10000.0,10113.83203125
141,1.0069999694824219,tensor([[8]]),10070.0,10127.986328125
142,1.0130000114440918,tensor([[1]]),10130.0,10118.9375
143,1.0160000324249268,tensor([[0]]),10160.0,10124.9287109375
144,1.0069999694824219,tensor([[2]]),10070.0,10124.9287109375
145,1.0099999904632568,tensor([[4]]),10100.0,10136.9921875
146,1.0169999599456787,tensor([[0]]),10170.0,10193.1943359375
147,1.0089999437332153,tensor([[4]]),10089.9990234375,10193.1943359375
148,1.0099999904632568,tensor([[9]]),10100.0,10201.275390625
149,1.0099999904632568,tensor([[6]]),10100.0,10201.275390625
150,1.0089999437332153,tensor([[4]]),10089.9990234375,10201.7802734375
151,1.0169999599456787,tensor([[6]]),10170.0,10266.484375
152,1.0210000276565552,tensor([[7]]),10210.0,10264.4677734375
153,1.0230000019073486,tensor([[10]]),10230.0,10262.4580078125
154,1.0219999551773071,tensor([[9]]),10220.0,10264.96484375
155,1.0299999713897705,tensor([[10]]),10300.0,10248.9013671875
156,1.0290000438690186,tensor([[2]]),10290.0,10251.388671875
157,1.0269999504089355,tensor([[8]]),10269.9990234375,10243.419921875
158,1.0219999551773071,tensor([[9]]),10220.0,10250.900390625
159,1.0219999551773071,tensor([[3]]),10220.0,10250.900390625
160,1.027999997138977,tensor([[9]]),10280.0,10287.0087890625
161,1.0160000324249268,tensor([[6]]),10160.0,10311.021484375
162,1.0110000371932983,tensor([[6]]),10110.0,10313.5556640625
163,1.0130000114440918,tensor([[8]]),10130.0,10312.5361328125
164,1.0149999856948853,tensor([[5]]),10150.0,10309.4814453125
165,1.0140000581741333,tensor([[4]]),10140.0009765625,10299.3251953125
166,1.0130000114440918,tensor([[5]]),10130.0,10291.2001953125
167,1.0119999647140503,tensor([[9]]),10120.0,10281.0400390625
168,1.0049999952316284,tensor([[5]]),10050.0,10295.2568359375
169,1.0010000467300415,tensor([[3]]),10010.0,10254.28125
170,1.0080000162124634,tensor([[6]]),10080.0,10297.302734375
171,0.9980000257492065,tensor([[4]]),9980.0,10302.40234375
172,0.9959999918937683,tensor([[2]]),9960.0,10285.88671875
173,1.0019999742507935,tensor([[4]]),10020.0,10310.666015625
174,1.003000020980835,tensor([[3]]),10030.0,10318.8984375
175,1.0049999952316284,tensor([[0]]),10050.0,10331.2421875
176,1.00600004196167,tensor([[0]]),10060.0,10331.2421875
177,1.0080000162124634,tensor([[7]]),10080.0,10331.2421875
178,1.00600004196167,tensor([[0]]),10060.0,10333.291015625
179,1.0089999437332153,tensor([[6]]),10089.9990234375,10333.291015625
180,1.0110000371932983,tensor([[6]]),10110.0,10332.267578125
181,1.0140000581741333,tensor([[10]]),10140.0009765625,10330.7373046875
182,1.0140000581741333,tensor([[1]]),10140.0009765625,10330.736328125
183,1.0119999647140503,tensor([[0]]),10120.0,10326.662109375
184,1.0089999437332153,tensor([[8]]),10089.9990234375,10326.662109375
185,1.00600004196167,tensor([[4]]),10060.0,10331.2666015625
186,1.0089999437332153,tensor([[8]]),10089.9990234375,10355.9111328125
187,1.0019999742507935,tensor([[7]]),10020.0,10366.68359375
188,1.0019999742507935,tensor([[10]]),10020.0,10366.68359375
189,1.0019999742507935,tensor([[3]]),10020.0,10366.68359375
190,0.9940000176429749,tensor([[0]]),9940.0,10317.02734375
191,0.9890000224113464,tensor([[3]]),9890.0,10317.02734375
192,0.9890000224113464,tensor([[3]]),9890.0,10317.02734375
193,0.9860000014305115,tensor([[3]]),9860.0,10298.25
194,0.9850000143051147,tensor([[3]]),9850.0,10291.984375
195,0.9850000143051147,tensor([[9]]),9850.0,10291.984375
196,0.9800000190734863,tensor([[8]]),9800.0,10302.4287109375
197,0.9769999980926514,tensor([[9]]),9770.0,10307.15625
198,0.9769999980926514,tensor([[6]]),9770.0,10307.15625
199,0.9769999980926514,tensor([[4]]),9770.0,10307.15625
200,0.9729999899864197,tensor([[3]]),9730.0,10273.3994140625
201,0.9710000157356262,tensor([[8]]),9710.0,10260.73046875
202,0.968999981880188,tensor([[10]]),9690.0,10263.900390625
203,0.9660000205039978,tensor([[0]]),9660.0,10271.8447265625
204,0.968999981880188,tensor([[6]]),9690.0,10271.8447265625
205,0.9810000061988831,tensor([[6]]),9810.0,10265.4853515625
206,0.9800000190734863,tensor([[6]]),9800.0,10266.0078125
207,0.9789999723434448,tensor([[4]]),9790.0,10266.53125
208,0.9710000157356262,tensor([[3]]),9710.0,10199.419921875
209,0.9660000205039978,tensor([[1]]),9660.0,10167.9091796875
210,0.9629999995231628,tensor([[10]]),9630.0,10161.5947265625
211,0.9710000157356262,tensor([[5]]),9710.0,10140.490234375
212,0.9649999737739563,tensor([[3]]),9650.0,10077.83203125
213,0.9639999866485596,tensor([[1]]),9640.0,10071.5654296875
214,0.9679999947547913,tensor([[5]]),9680.0,10079.921875
215,0.9660000205039978,tensor([[8]]),9660.0,10059.095703125
216,0.9660000205039978,tensor([[1]]),9660.0,10059.095703125
217,0.9649999737739563,tensor([[5]]),9650.0,10057.013671875
218,0.9679999947547913,tensor([[0]]),9680.0,10088.27734375
219,0.9700000286102295,tensor([[9]]),9700.0,10088.27734375
220,0.9739999771118164,tensor([[8]]),9740.0,10079.95703125
221,0.9800000190734863,tensor([[5]]),9800.0,10070.6455078125
222,0.9829999804496765,tensor([[8]]),9830.0,10101.47265625
223,0.9750000238418579,tensor([[1]]),9750.0,10113.80078125
224,0.9700000286102295,tensor([[1]]),9700.0,10103.4306640625
225,0.9710000157356262,tensor([[0]]),9710.0,10105.513671875
226,0.9710000157356262,tensor([[4]]),9710.0,10105.513671875
227,0.9700000286102295,tensor([[9]]),9700.0,10097.1884765625
228,0.972000002861023,tensor([[0]]),9720.0,10093.0263671875
229,0.9729999899864197,tensor([[6]]),9730.0,10093.0263671875
230,0.9700000286102295,tensor([[3]]),9700.0,10094.580078125
231,0.9670000076293945,tensor([[3]]),9670.0,10075.84765625
232,0.9670000076293945,tensor([[6]]),9670.0,10075.84765625
233,0.9710000157356262,tensor([[3]]),9710.0,10073.767578125
234,0.972000002861023,tensor([[0]]),9720.0,10079.9912109375
235,0.972000002861023,tensor([[7]]),9720.0,10079.9912109375
236,0.9649999737739563,tensor([[10]]),9650.0,10087.25
237,0.9639999866485596,tensor([[6]]),9640.0,10089.86328125
238,0.9649999737739563,tensor([[2]]),9650.0,10089.33984375
239,0.9649999737739563,tensor([[1]]),9650.0,10089.33984375
240,0.9639999866485596,tensor([[8]]),9640.0,10087.2490234375
241,0.9629999995231628,tensor([[4]]),9630.0,10088.818359375
242,0.9649999737739563,tensor([[1]]),9650.0,10105.580078125
243,0.9620000123977661,tensor([[5]]),9620.0,10099.298828125
244,0.9599999785423279,tensor([[1]]),9600.0,10078.302734375
245,0.9570000171661377,tensor([[1]]),9570.0,10072.005859375
246,0.9549999833106995,tensor([[6]]),9550.0,10067.7978515625
247,0.949999988079071,tensor([[0]]),9500.0,10070.4326171875
248,0.949999988079071,tensor([[6]]),9500.0,10070.4326171875
249,0.9559999704360962,tensor([[9]]),9560.0,10067.2529296875
250,0.9599999785423279,tensor([[6]]),9600.0,10058.8291015625
251,0.9649999737739563,tensor([[2]]),9650.0,10056.2138671875
252,0.9570000171661377,tensor([[0]]),9570.0,10022.8701171875
253,0.9580000042915344,tensor([[2]]),9580.0,10022.8701171875
254,0.9580000042915344,tensor([[5]]),9580.0,10022.8701171875
255,0.9639999866485596,tensor([[8]]),9640.0,10085.642578125
