Step,Current Stock Price,Action,Buy and Hold Portfolio Value,DQN Agent Portfolio Value
85,425.468,0,52581.68298045469,52525.01400000001
86,425.588,1,52596.51324256054,52533.17400000001
87,425.767,8,52618.635050201774,52545.70400000001
88,425.936,8,52639.52100266752,52555.84400000001
89,425.887,6,52633.46531230763,52553.345000000016
90,425.862,6,52630.375674368915,52552.12000000002
91,425.857,3,52629.75774678117,52551.88500000002
92,425.941,5,52640.13893025526,52556.75700000001
93,425.815,9,52624.56715504412,52547.43300000002
94,425.672,9,52606.89442603464,52538.85300000002
95,425.608,3,52598.984952911516,52535.78100000002
96,425.642,9,52603.186860508176,52537.78700000001
97,425.837,8,52627.28603643019,52547.14700000001
98,425.896,0,52634.577581965576,52549.566000000006
99,425.687,5,52608.74820879787,52540.99700000001
100,425.687,9,52608.74820879787,52540.99700000001
101,425.722,10,52613.07370191208,52542.712000000014
102,425.727,2,52613.69162949982,52542.897000000004
103,425.687,8,52608.74820879787,52541.09700000001
104,425.518,10,52587.86225633212,52534.50600000001
105,425.613,7,52599.60288049926,52537.35600000001
106,425.563,7,52593.423604621814,52536.00600000001
107,425.388,7,52571.79613905078,52531.631
108,425.528,5,52589.098111507614,52534.851
109,425.368,8,52569.3244286998,52527.171
110,425.42,7,52575.75087561234,52529.303
111,425.49,4,52584.40186184076,52531.893
112,425.697,3,52609.98406397336,52543.070999999996
113,425.737,7,52614.92748467531,52545.630999999994
114,425.737,0,52614.92748467531,52545.630999999994
115,425.678,9,52607.63593913993,52542.208999999995
116,425.677,9,52607.512353622384,52542.162
117,425.817,5,52624.81432607921,52547.481999999996
118,425.767,3,52618.635050201774,52544.53199999999
119,425.66,10,52605.41139982406,52537.255999999994
120,425.807,7,52623.578470903725,52544.753
121,425.857,7,52629.75774678117,52547.053
122,425.956,0,52641.9927130185,52551.210999999996
123,425.782,4,52620.488832965006,52543.90299999999
124,425.747,4,52616.1633398508,52541.87299999999
125,425.862,5,52630.375674368915,52550.038
126,425.941,7,52640.13893025526,52556.67399999999
127,425.961,10,52642.610640606246,52558.193999999996
128,426.041,10,52652.49748201015,52562.75399999999
129,426.046,5,52653.11540959789,52562.969
130,426.006,1,52648.171988895934,52560.44899999999
131,426.065,7,52655.46353443132,52564.34299999999
132,426.039,5,52652.25031097505,52562.782999999996
133,425.996,9,52646.93613372045,52559.55799999999
134,425.951,1,52641.37478543076,52556.85799999999
135,426.081,9,52657.4409027121,52565.047999999995
136,426.086,4,52658.058830299844,52565.303
137,426.111,7,52661.14846823856,52566.928
138,426.225,3,52675.237217239126,52573.653999999995
139,426.464,4,52704.77415593329,52589.905999999995
140,426.415,5,52698.7184655734,52586.035
141,426.305,6,52685.12405864303,52576.134999999995
142,426.345,5,52690.06747934499,52579.575
143,426.41,3,52698.10053798566,52585.75
144,426.33,5,52688.21369658175,52577.829999999994
145,426.36,2,52691.92126210822,52580.979999999996
146,426.432,5,52700.81941937173,52588.612
147,426.509,4,52710.33550422299,52597.082
148,426.403,7,52697.23543936282,52585.20999999999
149,426.365,10,52692.53918969596,52581.371999999996
150,426.425,7,52699.95432074889,52585.932
151,426.43,5,52700.57224833663,52586.277
152,426.325,1,52687.595768994004,52577.667
153,426.18,7,52669.67586894943,52565.486999999994
154,426.245,7,52677.7089275901,52570.426999999996
155,426.335,0,52688.83162416949,52576.63699999999
156,426.305,1,52685.12405864303,52574.566999999995
157,426.38,7,52694.392972459194,52579.89199999999
158,426.434,6,52701.06659040683,52583.348
159,426.4,9,52696.86468281016,52581.27399999999
160,426.564,9,52717.13270768817,52589.31
161,426.474,5,52706.01001110878,52585.70999999999
162,426.405,0,52697.48261039791,52581.56999999999
163,426.286,5,52682.77593380961,52574.42999999999
164,426.285,2,52682.65234829206,52574.354999999996
165,426.136,9,52664.23810617728,52562.58399999999
166,426.235,5,52676.473072414614,52568.92
167,426.305,2,52685.12405864303,52574.37999999999
168,426.315,0,52686.359913818516,52575.2
169,426.37,10,52693.15711728371,52579.70999999999
170,426.39,10,52695.628827634675,52580.94999999999
171,426.405,9,52697.48261039791,52581.654999999984
172,426.509,5,52710.33550422299,52585.60699999999
173,426.584,8,52719.60441803915,52590.03199999999
174,426.654,7,52728.25540426756,52593.601999999984
175,426.763,5,52741.72622568038,52598.61599999998
176,426.675,6,52730.85070013609,52592.89599999998
177,426.743,7,52739.254515329405,52597.11199999998
178,426.679,0,52731.34504220628,52593.52799999998
179,426.743,7,52739.254515329405,52597.11199999998
180,426.758,3,52741.10829809264,52597.87699999998
181,426.674,7,52730.72711461854,52592.75299999998
182,426.614,8,52723.31198356561,52589.45299999998
183,426.574,3,52718.36856286366,52587.57299999998
184,426.482,0,52706.998695249174,52582.23699999998
185,426.454,7,52703.538300757806,52580.61299999998
186,426.464,7,52704.77415593329,52581.14299999998
187,426.434,7,52701.06659040683,52579.70299999998
188,426.434,4,52701.06659040683,52579.70299999998
189,426.469,3,52705.39208352104,52581.76799999998
190,426.375,4,52693.77504487145,52575.375999999975
191,426.434,6,52701.06659040683,52580.03699999998
