date,open,high,low,close,volume,smawindow,emawindow,sma100,ema100,sma200,ema200,vwap,rsi,macd,macd_signal,macd_hist,bbands_upper,bbands_middle,bbands_lower,wma,cci,aroon_up,aroon_down,obv,stoch_slowk,stoch_slowd,stochf_fastk,stochf_fastd,stochrsi_fastk,stochrsi_fastd
2020-01-02 09:43:00,72.507,72.645,72.48,72.619,464436.0,72.3602,72.3669,72.378,72.3868,72.3118,72.3195,72.4344,56.444,0.0721,0.0588,0.0133,72.6379,72.4116,72.1853,72.3916,245.5006,95.3125,91.4062,-1677780.0,23.863,29.5597,48.4848,23.863,45.1789,15.0596
2020-01-02 09:44:00,72.621,72.649,72.529,72.558,317900.0,72.3627,72.3699,72.3809,72.3902,72.3133,72.3218,72.4374,54.7474,0.067,0.0604,0.0066,72.6438,72.4145,72.1853,72.3946,233.7205,94.5312,90.625,-1995680.0,30.2407,27.1626,34.1564,30.2407,17.2304,20.8031
2020-01-02 09:45:00,72.563,72.647,72.538,72.605,486844.0,72.3651,72.3735,72.3841,72.3945,72.315,72.3247,72.4423,55.7886,0.066,0.0616,0.0044,72.6525,72.4183,72.1841,72.3984,242.529,93.75,89.8438,-1508836.0,45.6026,33.2355,54.1667,45.6026,73.2606,45.2233
2020-01-02 09:46:00,72.608,72.645,72.566,72.592,356336.0,72.3675,72.3769,72.3873,72.3984,72.3165,72.3273,72.4457,55.4299,0.0634,0.0619,0.0015,72.66,72.422,72.184,72.4019,237.0477,92.9688,89.0625,-1865172.0,51.8548,42.566,67.2414,51.8548,62.4571,50.9827
2020-01-02 09:47:00,72.592,72.605,72.515,72.585,381788.0,72.3699,72.3801,72.3903,72.4021,72.3182,72.3299,72.4486,55.2354,0.0601,0.0616,-0.0014,72.6667,72.4254,72.184,72.4053,197.3667,92.1875,88.2812,-2246960.0,61.1794,52.8789,62.1302,61.1794,27.11,54.2759
2020-01-02 09:48:00,72.59,72.642,72.544,72.573,408636.0,72.3721,72.3831,72.3932,72.4055,72.3198,72.3323,72.4519,54.8995,0.0559,0.0604,-0.0045,72.6725,72.4284,72.1842,72.4084,207.2437,91.4062,87.5,-2655596.0,57.5517,56.862,43.2836,57.5517,8.9738,32.847
2020-01-02 09:49:00,72.571,72.598,72.458,72.487,514164.0,72.3736,72.3847,72.395,72.4071,72.3209,72.3338,72.4537,52.5699,0.0451,0.0574,-0.0123,72.6743,72.4299,72.1855,72.4102,134.9689,90.625,86.7188,-3169760.0,40.2526,52.9946,15.3439,40.2526,0.0,12.0279
2020-01-02 09:50:00,72.482,72.577,72.434,72.507,414100.0,72.3754,72.3866,72.397,72.4091,72.3221,72.3356,72.4549,53.0412,0.0377,0.0534,-0.0157,72.6765,72.4313,72.186,72.4123,123.9147,89.8438,85.9375,-2755660.0,31.0749,42.9597,34.5972,31.0749,17.718,8.8973
2020-01-02 09:51:00,72.518,72.571,72.49,72.555,245888.0,72.3774,72.3892,72.3995,72.412,72.3235,72.3378,72.456,54.153,0.0353,0.0498,-0.0145,72.6805,72.4332,72.186,72.4151,149.3956,89.0625,85.1562,-2509772.0,36.038,35.7885,58.1731,36.038,63.8133,27.1771
2020-01-02 09:52:00,72.558,72.59,72.499,72.552,339276.0,72.3795,72.3917,72.4015,72.4147,72.3251,72.3399,72.4577,54.0716,0.0328,0.0464,-0.0136,72.6843,72.4352,72.1861,72.4178,152.1247,88.2812,84.375,-2849048.0,49.8337,38.9822,56.7308,49.8337,69.4292,50.3202
2020-01-02 09:53:00,72.554,72.579,72.483,72.524,269256.0,72.3815,72.3938,72.4036,72.4169,72.3263,72.3417,72.4587,53.3113,0.0282,0.0428,-0.0145,72.6867,72.4366,72.1864,72.42,132.0045,87.5,83.5938,-3118304.0,56.594,47.4886,54.878,56.594,46.7724,60.005
2020-01-02 09:54:00,72.524,72.618,72.474,72.597,470840.0,72.3839,72.3969,72.4064,72.4205,72.3279,72.3443,72.4613,54.9893,0.0301,0.0403,-0.0101,72.6925,72.439,72.1855,72.4234,156.9632,86.7188,82.8125,-2647464.0,66.7319,57.7199,88.587,66.7319,100.0,72.0672
2020-01-02 09:55:00,72.604,72.664,72.568,72.639,386296.0,72.3866,72.4007,72.4096,72.4248,72.3297,72.3472,72.4644,55.9164,0.0347,0.0391,-0.0045,72.701,72.4423,72.1837,72.4273,201.0537,85.9375,82.0312,-2261168.0,76.769,66.6983,86.8421,76.769,100.0,82.2575
2020-01-02 09:56:00,72.64,72.735,72.615,72.712,573752.0,72.3899,72.4055,72.4136,72.4305,72.3318,72.3508,72.4708,57.4648,0.0436,0.04,0.0036,72.7144,72.4467,72.179,72.4324,242.9101,85.1562,81.25,-1687416.0,88.8723,77.4577,91.1877,88.8723,100.0,100.0
2020-01-02 09:57:00,72.719,72.772,72.668,72.756,444348.0,72.3934,72.411,72.4181,72.4369,72.3341,72.3549,72.4764,58.3613,0.0537,0.0428,0.0109,72.7306,72.4515,72.1724,72.438,265.4778,84.375,80.4688,-1243068.0,90.8869,85.5094,94.6309,90.8869,100.0,100.0
2020-01-02 09:58:00,72.758,72.774,72.666,72.7,423020.0,72.3966,72.4154,72.4219,72.4421,72.3362,72.3583,72.4811,56.8115,0.0564,0.0455,0.0109,72.7419,72.4556,72.1693,72.4428,240.0552,83.5938,79.6875,-1666088.0,87.0506,88.9366,75.3333,87.0506,48.5889,82.863
2020-01-02 09:59:00,72.699,72.825,72.673,72.766,1053668.0,72.4002,72.4209,72.4264,72.4485,72.3389,72.3623,72.4941,58.1437,0.0632,0.049,0.0142,72.7579,72.4608,72.1637,72.4485,258.3992,100.0,78.9062,-612420.0,82.3357,86.7577,77.0428,82.3357,83.3329,77.3072
2020-01-02 10:00:00,72.773,72.79,72.676,72.756,578052.0,72.4038,72.4261,72.4309,72.4546,72.3415,72.3663,72.5004,57.8687,0.067,0.0526,0.0144,72.7726,72.466,72.1595,72.454,237.423,99.2188,78.125,-1190472.0,73.173,80.8531,67.1429,73.173,58.6978,63.5398
2020-01-02 10:01:00,72.763,72.808,72.729,72.753,485108.0,72.4072,72.4311,72.4354,72.4605,72.3444,72.3701,72.5059,57.7853,0.069,0.0559,0.0131,72.7865,72.4717,72.1568,72.4594,241.9717,98.4375,77.3438,-1675580.0,66.3009,73.9365,54.717,66.3009,53.0712,65.034
2020-01-02 10:02:00,72.755,72.769,72.632,72.69,504112.0,72.4101,72.4352,72.439,72.4651,72.347,72.3733,72.5099,56.06,0.0648,0.0577,0.0071,72.7956,72.477,72.1584,72.4638,190.2675,97.6562,76.5625,-2179692.0,50.6372,63.3704,30.0518,50.6372,0.0,37.2563
2020-01-02 10:03:00,72.695,72.747,72.654,72.72,306816.0,72.4133,72.4396,72.4429,72.4701,72.3493,72.3767,72.5125,56.6863,0.0631,0.0588,0.0043,72.8062,72.4827,72.1591,72.4686,189.8139,96.875,75.7812,-1872876.0,43.4549,53.4643,45.5959,43.4549,28.8317,27.301
2020-01-02 10:04:00,72.723,72.774,72.676,72.724,225100.0,72.4165,72.444,72.4468,72.4752,72.3519,72.3802,72.5144,56.7698,0.0614,0.0593,0.0021,72.8167,72.4879,72.1591,72.4735,193.8277,96.0938,75.0,-1647776.0,42.6401,45.5774,52.2727,42.6401,37.6027,22.1448
2020-01-02 10:05:00,72.726,72.84,72.703,72.814,591720.0,72.4205,72.4497,72.4515,72.4819,72.3547,72.3845,72.5209,58.597,0.0665,0.0607,0.0058,72.8332,72.4947,72.1562,72.4796,222.4087,100.0,74.2188,-1056056.0,61.7895,49.2948,87.5,61.7895,100.0,55.4782
2020-01-02 10:06:00,72.807,72.877,72.783,72.858,553972.0,72.4248,72.456,72.4566,72.4893,72.3581,72.3892,72.5278,59.4492,0.0733,0.0632,0.01,72.8521,72.5031,72.154,72.4864,243.8349,100.0,73.4375,-502084.0,77.3392,60.5896,92.2449,77.3392,100.0,79.2009
2020-01-02 10:07:00,72.861,72.889,72.775,72.819,412112.0,72.4287,72.4617,72.4612,72.4958,72.3613,72.3935,72.5326,58.3664,0.0746,0.0655,0.0091,72.8671,72.5103,72.1535,72.4925,227.5501,100.0,72.6562,-914196.0,83.3192,74.1493,70.2128,83.3192,55.0,85.0
